   3.9653794935    0.9549302324    2.1616905578
   2.9153794935    0.9549302324    2.1616905578
   3.6935065221   -2.0390850772    0.3430372098
   4.6333154617   -1.6826625600    0.3430372098
   5.2998371474   -0.9303151029    0.3430372098
   5.2590328415    0.0456035584   -0.7069627902
   3.9653794935    0.9549302324   -1.4756161381
   2.1555389408    0.7064933980    2.3034942923
   2.1555389408    0.7064933980   -1.8965057077
   1.9150099546    2.0129459221    2.2544378045
   2.9650099546    2.0129459221    1.9730911525
   2.4400099546    2.9222725961    1.9730911525
   1.3900099546    2.9222725961    1.9730911525
   1.6561885975    3.8130880012    1.2044378045
   3.7336633025    2.0129459221   -0.8955621955
   2.9650099546    2.0129459221   -1.6642155434
   2.4400099546    2.9222725961   -1.6642155434
   1.9150099546    2.0129459221   -1.9455621955
   0.6488703897    2.3216217133    2.1200182028
   1.1738703897    3.2309483872    1.8386715507
   0.1238703897    3.2309483872    1.8386715507
  -0.4011296103    2.3216217133    1.8386715507
   1.4043662939    3.9759269870    1.0700182028
   0.3900490326    4.1217637924    1.0700182028
  -0.5420942766    3.6960682069    1.0700182028
   0.9019974182    4.4063103489    0.0200182028
  -0.0957998731    4.2851558229    0.0200182028
   1.4043662939    3.9759269870   -1.0299817972
   0.3900490326    4.1217637924   -1.0299817972
   1.1738703897    3.2309483872   -1.7986351452
   0.1238703897    3.2309483872   -1.7986351452
  -0.4011296103    2.3216217133   -1.7986351452
   1.1738703897    1.4122950393   -1.7986351452
   0.6488703897    2.3216217133   -2.0799817972
   0.0304965450    1.1268928520    2.0814793298
  -0.4945034550    2.0362195259    1.8001326778
  -0.4945034550    0.2175661780    1.8001326778
   1.0804965450    1.1268928520   -1.8371740181
  -0.4945034550    2.0362195259   -1.8371740181
   0.0304965450    1.1268928520   -2.1185206702
   0.9154583601    0.1040759804    2.1901306272
  -0.1345416399    0.1040759804    1.9087839751
   0.9154583601    0.1040759804   -2.0098693728
   0.5265050740   -1.2745734953    2.1801779042
   1.5765050740   -1.2745734953    1.8988312522
   0.0015050740   -2.1839001693    1.8988312522
   1.5765050740   -1.2745734953   -1.7384754437
   0.5265050740   -1.2745734953   -2.0198220958
   1.2693793891   -2.2146932882    2.1340320226
   2.2493793891   -2.2146932882    1.8714418140
   1.7593793891   -1.3659883925    1.8714418140
   0.7793793891   -3.0633981839    1.8714418140
   1.7593793891   -3.0633981839    1.8714418140
   2.9667891806   -2.2146932882    1.1540320226
   0.7448509172   -3.8290259311    1.1540320226
   1.7939078611   -3.8290259311    1.1540320226
   2.6426127568   -3.2124057307    1.1540320226
   3.2293793891   -2.2146932882    0.1740320226
   1.2693793891   -4.1746932882    0.1740320226
   2.2493793891   -3.9121030796    0.1740320226
   2.9667891806   -3.1946932882    0.1740320226
   2.9667891806   -2.2146932882   -0.8059679774
   1.7939078611   -3.8290259311   -0.8059679774
   2.6426127568   -3.2124057307   -0.8059679774
   2.2493793891   -2.2146932882   -1.5233777688
   0.7793793891   -3.0633981839   -1.5233777688
   1.7593793891   -3.0633981839   -1.5233777688
